0, 0.237, 0.263, 0.263, 0.237
1, 0.23, 0.27, 0.26, 0.24
2, 0.225, 0.275, 0.259, 0.241
3, 0.219, 0.281, 0.255, 0.245
4, 0.212, 0.288, 0.248, 0.252
5, 0.209, 0.291, 0.241, 0.259
6, 0.204, 0.296, 0.234, 0.266
7, 0.199, 0.301, 0.23, 0.27
8, 0.195, 0.305, 0.227, 0.273
9, 0.189, 0.311, 0.221, 0.279
10, 0.184, 0.316, 0.217, 0.283
11, 0.18, 0.32, 0.215, 0.285
12, 0.176, 0.324, 0.212, 0.288
13, 0.173, 0.327, 0.208, 0.292
14, 0.169, 0.331, 0.205, 0.295
15, 0.162, 0.338, 0.202, 0.298
16, 0.157, 0.343, 0.2, 0.3
17, 0.152, 0.348, 0.196, 0.304
18, 0.149, 0.351, 0.189, 0.311
19, 0.146, 0.354, 0.187, 0.313
20, 0.141, 0.359, 0.182, 0.318
21, 0.136, 0.364, 0.176, 0.324
22, 0.134, 0.366, 0.175, 0.325
23, 0.13, 0.37, 0.17, 0.33
24, 0.125, 0.375, 0.164, 0.336
25, 0.121, 0.379, 0.159, 0.341
26, 0.0936, 0.356, 0.152, 0.398
27, 0.0909, 0.359, 0.146, 0.404
28, 0.0875, 0.362, 0.14, 0.41
29, 0.0851, 0.365, 0.136, 0.414
30, 0.082, 0.368, 0.132, 0.418
31, 0.08, 0.37, 0.128, 0.422
32, 0.0771, 0.373, 0.123, 0.427
33, 0.0751, 0.375, 0.121, 0.429
34, 0.0731, 0.377, 0.117, 0.433
35, 0.0712, 0.379, 0.114, 0.436
36, 0.0687, 0.381, 0.111, 0.439
37, 0.0669, 0.383, 0.109, 0.441
38, 0.05, 0.35, 0.102, 0.498
39, 0.049, 0.351, 0.0995, 0.501
40, 0.0476, 0.352, 0.0965, 0.503
41, 0.046, 0.354, 0.0946, 0.505
42, 0.045, 0.355, 0.0933, 0.507
43, 0.0441, 0.356, 0.0911, 0.509
44, 0.0433, 0.357, 0.0886, 0.511
45, 0.0419, 0.358, 0.086, 0.514
46, 0.0411, 0.359, 0.0831, 0.517
47, 0.0398, 0.36, 0.0803, 0.52
48, 0.0387, 0.361, 0.0785, 0.522
49, 0.0375, 0.363, 0.0763, 0.524
50, 0.0365, 0.363, 0.0746, 0.525
51, 0.0354, 0.365, 0.073, 0.527
52, 0.0343, 0.366, 0.0711, 0.529
53, 0.0333, 0.367, 0.0697, 0.53
54, 0.0325, 0.367, 0.0675, 0.533
55, 0.032, 0.368, 0.0654, 0.535
56, 0.031, 0.369, 0.0638, 0.536
57, 0.0301, 0.37, 0.0626, 0.537
58, 0.0292, 0.371, 0.0607, 0.539
59, 0.0284, 0.372, 0.0596, 0.54
60, 0.0276, 0.372, 0.0582, 0.542
61, 0.0271, 0.373, 0.0578, 0.542
62, 0.0263, 0.374, 0.0565, 0.543
63, 0.0256, 0.374, 0.0556, 0.544
64, 0.0248, 0.375, 0.0544, 0.546
65, 0.0242, 0.376, 0.0533, 0.547
66, 0.0235, 0.376, 0.0517, 0.548
67, 0.023, 0.377, 0.0505, 0.549
68, 0.0224, 0.378, 0.0494, 0.551
69, 0.0218, 0.378, 0.048, 0.552
70, 0.0212, 0.379, 0.047, 0.553
71, 0.0208, 0.379, 0.0462, 0.554
72, 0.0203, 0.38, 0.0449, 0.555
73, 0.0197, 0.38, 0.0437, 0.556
74, 0.0971, 0.403, 0.106, 0.394
75, 0.0951, 0.405, 0.105, 0.395
76, 0.0931, 0.407, 0.104, 0.396
77, 0.0744, 0.376, 0.11, 0.44
78, 0.0725, 0.377, 0.108, 0.442
79, 0.0711, 0.379, 0.105, 0.445
80, 0.0693, 0.381, 0.103, 0.447
81, 0.068, 0.382, 0.101, 0.449
82, 0.0672, 0.383, 0.0985, 0.452
83, 0.0656, 0.384, 0.0963, 0.454
84, 0.0642, 0.386, 0.0937, 0.456
85, 0.0628, 0.387, 0.0917, 0.458
86, 0.0617, 0.388, 0.0902, 0.46
87, 0.0603, 0.39, 0.089, 0.461
88, 0.0595, 0.39, 0.0877, 0.462
89, 0.058, 0.392, 0.0862, 0.464
90, 0.0566, 0.393, 0.0856, 0.464
91, 0.0552, 0.395, 0.084, 0.466
92, 0.0541, 0.396, 0.0823, 0.468
93, 0.0529, 0.397, 0.0801, 0.47
94, 0.0516, 0.398, 0.0789, 0.471
95, 0.0507, 0.399, 0.0768, 0.473
96, 0.0496, 0.4, 0.0756, 0.474
97, 0.0484, 0.402, 0.0749, 0.475
98, 0.0472, 0.403, 0.0735, 0.477
99, 0.0464, 0.404, 0.0725, 0.478
100, 0.0453, 0.405, 0.0721, 0.478
101, 0.0443, 0.406, 0.0704, 0.48
102, 0.0436, 0.406, 0.0688, 0.481
103, 0.0427, 0.407, 0.067, 0.483
104, 0.0416, 0.408, 0.0664, 0.484
105, 0.0408, 0.409, 0.0664, 0.484
106, 0.0398, 0.41, 0.0649, 0.485
107, 0.0388, 0.411, 0.0632, 0.487
108, 0.0379, 0.412, 0.0615, 0.488
109, 0.037, 0.413, 0.0603, 0.49
110, 0.0364, 0.414, 0.0599, 0.49
111, 0.0356, 0.414, 0.059, 0.491
112, 0.0349, 0.415, 0.0581, 0.492
113, 0.0342, 0.416, 0.0566, 0.493
114, 0.0334, 0.417, 0.0552, 0.495
115, 0.0326, 0.417, 0.0551, 0.495
116, 0.0319, 0.418, 0.0537, 0.496
117, 0.0311, 0.419, 0.0527, 0.497
118, 0.0304, 0.42, 0.0517, 0.498
119, 0.0298, 0.42, 0.0504, 0.5
120, 0.0291, 0.421, 0.0502, 0.5
121, 0.0285, 0.421, 0.0497, 0.5
122, 0.028, 0.422, 0.0487, 0.501
123, 0.0275, 0.423, 0.0478, 0.502
124, 0.0268, 0.423, 0.0466, 0.503
125, 0.0262, 0.424, 0.0458, 0.504
126, 0.0256, 0.424, 0.045, 0.505
127, 0.025, 0.425, 0.0444, 0.506
128, 0.0244, 0.426, 0.0436, 0.506
129, 0.0238, 0.426, 0.0425, 0.507
130, 0.0233, 0.427, 0.0418, 0.508
131, 0.0229, 0.427, 0.0414, 0.509
132, 0.0223, 0.428, 0.0406, 0.509
133, 0.0218, 0.428, 0.0398, 0.51
134, 0.0213, 0.429, 0.0392, 0.511
135, 0.0208, 0.429, 0.0385, 0.511
136, 0.0205, 0.43, 0.0376, 0.512
137, 0.0202, 0.43, 0.0367, 0.513
138, 0.0198, 0.43, 0.0358, 0.514
139, 0.0194, 0.431, 0.0352, 0.515
140, 0.019, 0.431, 0.0347, 0.515
141, 0.0185, 0.431, 0.0339, 0.516
142, 0.0182, 0.432, 0.033, 0.517
143, 0.0177, 0.432, 0.0325, 0.517
144, 0.0173, 0.433, 0.032, 0.518
145, 0.017, 0.433, 0.0316, 0.518
146, 0.0166, 0.433, 0.0311, 0.519
147, 0.0163, 0.434, 0.0303, 0.52
148, 0.0159, 0.434, 0.0298, 0.52
149, 0.0156, 0.434, 0.0294, 0.521
150, 0.0152, 0.435, 0.0287, 0.521
151, 0.0149, 0.435, 0.0287, 0.521
152, 0.0145, 0.435, 0.0282, 0.522
153, 0.0142, 0.436, 0.0278, 0.522
154, 0.014, 0.436, 0.0272, 0.523
155, 0.0136, 0.436, 0.0265, 0.523
156, 0.0133, 0.437, 0.0259, 0.524
157, 0.013, 0.437, 0.0253, 0.525
158, 0.0637, 0.436, 0.0985, 0.401
159, 0.0627, 0.437, 0.0978, 0.402
160, 0.0614, 0.439, 0.0966, 0.403
161, 0.053, 0.397, 0.102, 0.448
162, 0.0519, 0.398, 0.101, 0.449
163, 0.0507, 0.399, 0.0988, 0.451
164, 0.0754, 0.425, 0.0916, 0.408
165, 0.0739, 0.426, 0.0894, 0.411
166, 0.065, 0.385, 0.0936, 0.456
167, 0.0641, 0.386, 0.092, 0.458
168, 0.0634, 0.387, 0.0909, 0.459
169, 0.0625, 0.387, 0.0893, 0.461
170, 0.0616, 0.388, 0.0876, 0.462
171, 0.0605, 0.389, 0.0861, 0.464
172, 0.0598, 0.39, 0.0841, 0.466
173, 0.0589, 0.391, 0.0825, 0.468
174, 0.0583, 0.392, 0.0807, 0.469
175, 0.0572, 0.393, 0.0797, 0.47
176, 0.0559, 0.394, 0.0781, 0.472
177, 0.0549, 0.395, 0.0764, 0.474
178, 0.0545, 0.396, 0.0747, 0.475
179, 0.0537, 0.396, 0.0736, 0.476
180, 0.0527, 0.397, 0.0724, 0.478
181, 0.0515, 0.399, 0.0707, 0.479
182, 0.0503, 0.4, 0.0694, 0.481
183, 0.0492, 0.401, 0.0681, 0.482
184, 0.0481, 0.402, 0.067, 0.483
185, 0.047, 0.403, 0.066, 0.484
186, 0.046, 0.404, 0.0655, 0.484
187, 0.0654, 0.435, 0.0671, 0.433
188, 0.0645, 0.436, 0.0655, 0.434
189, 0.0631, 0.437, 0.0642, 0.436
190, 0.0622, 0.438, 0.0631, 0.437
191, 0.0612, 0.439, 0.0619, 0.438
192, 0.0601, 0.44, 0.0611, 0.439
193, 0.0591, 0.441, 0.0602, 0.44
194, 0.0582, 0.442, 0.0588, 0.441
195, 0.0568, 0.443, 0.0576, 0.442
196, 0.0556, 0.444, 0.0568, 0.443
197, 0.0546, 0.445, 0.0567, 0.443
198, 0.0537, 0.446, 0.0558, 0.444
199, 0.0529, 0.447, 0.0548, 0.445
200, 0.0458, 0.404, 0.0513, 0.499
201, 0.045, 0.405, 0.0504, 0.5
202, 0.044, 0.406, 0.0502, 0.5
203, 0.0436, 0.406, 0.0492, 0.501
204, 0.0426, 0.407, 0.0485, 0.501
205, 0.0416, 0.408, 0.0481, 0.502
206, 0.0407, 0.409, 0.0475, 0.503
207, 0.04, 0.41, 0.0473, 0.503
208, 0.0392, 0.411, 0.0462, 0.504
209, 0.0385, 0.411, 0.0451, 0.505
210, 0.038, 0.412, 0.0443, 0.506
211, 0.0372, 0.413, 0.0435, 0.506
212, 0.0366, 0.413, 0.0425, 0.507
213, 0.0358, 0.414, 0.0418, 0.508
214, 0.0352, 0.415, 0.0412, 0.509
215, 0.0345, 0.416, 0.0405, 0.509
216, 0.0337, 0.416, 0.04, 0.51
217, 0.0329, 0.417, 0.0393, 0.511
218, 0.0322, 0.418, 0.0389, 0.511
219, 0.0315, 0.418, 0.0382, 0.512
220, 0.031, 0.419, 0.0376, 0.512
221, 0.0303, 0.42, 0.0367, 0.513
222, 0.0296, 0.42, 0.0363, 0.514
223, 0.029, 0.421, 0.0354, 0.515
224, 0.0283, 0.422, 0.0348, 0.515
225, 0.0277, 0.422, 0.0344, 0.516
226, 0.0271, 0.423, 0.0338, 0.516
227, 0.0265, 0.423, 0.0333, 0.517
228, 0.0259, 0.424, 0.0328, 0.517
229, 0.0255, 0.424, 0.0322, 0.518
230, 0.0249, 0.425, 0.0315, 0.518
231, 0.0244, 0.426, 0.0308, 0.519
232, 0.0238, 0.426, 0.0301, 0.52
233, 0.0234, 0.427, 0.0294, 0.521
234, 0.0232, 0.427, 0.029, 0.521
235, 0.0227, 0.427, 0.0286, 0.521
236, 0.0222, 0.428, 0.0279, 0.522
237, 0.0218, 0.428, 0.0273, 0.523
238, 0.0213, 0.429, 0.0269, 0.523
239, 0.0208, 0.429, 0.0263, 0.524
240, 0.0204, 0.43, 0.0257, 0.524
241, 0.02, 0.43, 0.0253, 0.525
242, 0.0196, 0.43, 0.0251, 0.525
243, 0.0193, 0.431, 0.0248, 0.525
244, 0.0188, 0.431, 0.0242, 0.526
245, 0.0185, 0.431, 0.0237, 0.526
246, 0.0181, 0.432, 0.0232, 0.527
247, 0.0177, 0.432, 0.0227, 0.527
248, 0.0173, 0.433, 0.0223, 0.528
249, 0.0169, 0.433, 0.022, 0.528
250, 0.0165, 0.434, 0.0215, 0.528
251, 0.0161, 0.434, 0.0213, 0.529
252, 0.0158, 0.434, 0.0208, 0.529
253, 0.0155, 0.434, 0.0203, 0.53
254, 0.0153, 0.435, 0.0199, 0.53
255, 0.0149, 0.435, 0.0194, 0.531
256, 0.0146, 0.435, 0.019, 0.531
257, 0.0143, 0.436, 0.0186, 0.531
258, 0.014, 0.436, 0.0184, 0.532
259, 0.0137, 0.436, 0.0183, 0.532
260, 0.0134, 0.437, 0.0179, 0.532
261, 0.0131, 0.437, 0.0178, 0.532
262, 0.0129, 0.437, 0.0174, 0.533
263, 0.0126, 0.437, 0.0172, 0.533
264, 0.0123, 0.438, 0.0168, 0.533
265, 0.00245, 0.398, 0.00874, 0.591
266, 0.0024, 0.398, 0.00855, 0.591
267, 0.00234, 0.398, 0.00836, 0.592
268, 0.00229, 0.398, 0.00817, 0.592
269, 0.00224, 0.398, 0.00799, 0.592
270, 0.00219, 0.398, 0.00782, 0.592
271, 0.00214, 0.398, 0.00765, 0.592
272, 0.00209, 0.398, 0.00748, 0.593
273, 0.00204, 0.398, 0.00732, 0.593
274, 0.002, 0.398, 0.00716, 0.593
275, 0.00199, 0.398, 0.00717, 0.593
276, 0.00194, 0.398, 0.0072, 0.593
277, 0.0019, 0.398, 0.00704, 0.593
278, 0.00186, 0.398, 0.00709, 0.593
279, 0.00181, 0.398, 0.00693, 0.593
280, 0.00177, 0.398, 0.00678, 0.593
281, 0.00173, 0.398, 0.00663, 0.593
282, 0.0017, 0.398, 0.00649, 0.594
283, 0.00166, 0.398, 0.00635, 0.594
284, 0.00162, 0.398, 0.00621, 0.594
285, 0.00159, 0.398, 0.00608, 0.594
286, 0.00155, 0.398, 0.00594, 0.594
287, 0.00152, 0.398, 0.00582, 0.594
288, 0.00148, 0.399, 0.00569, 0.594
289, 0.00145, 0.399, 0.00557, 0.594
290, 0.00142, 0.399, 0.00561, 0.594
291, 0.00139, 0.399, 0.00549, 0.595
292, 0.00136, 0.399, 0.00537, 0.595
293, 0.00133, 0.399, 0.00526, 0.595
294, 0.00117, 0.349, 0.00517, 0.645
295, 0.00114, 0.349, 0.00506, 0.645
296, 0.00112, 0.349, 0.00495, 0.645
297, 0.00109, 0.349, 0.00484, 0.645
298, 0.00107, 0.349, 0.00474, 0.645
299, 0.00104, 0.349, 0.00464, 0.645
300, 0.00102, 0.349, 0.00454, 0.645
301, 0.001, 0.349, 0.00445, 0.646
302, 0.000979, 0.349, 0.00435, 0.646
303, 0.000958, 0.349, 0.00426, 0.646
304, 0.000939, 0.349, 0.00417, 0.646
305, 0.000919, 0.349, 0.00424, 0.646
306, 0.000899, 0.349, 0.00415, 0.646
307, 0.00088, 0.349, 0.00406, 0.646
308, 0.000862, 0.349, 0.00398, 0.646
309, 0.000843, 0.349, 0.0039, 0.646
310, 0.000825, 0.349, 0.00381, 0.646
311, 0.000808, 0.349, 0.00373, 0.646
312, 0.000791, 0.349, 0.00366, 0.646
313, 0.000774, 0.349, 0.00358, 0.646
314, 0.000758, 0.349, 0.0035, 0.646
315, 0.000743, 0.349, 0.00343, 0.647
316, 0.000727, 0.349, 0.00336, 0.647
317, 0.000712, 0.349, 0.00329, 0.647
318, 0.000153, 0.3, 0.00201, 0.698
319, 0.00015, 0.3, 0.00197, 0.698
320, 0.000147, 0.3, 0.00193, 0.698
321, 0.000144, 0.3, 0.00189, 0.698
322, 0.000141, 0.3, 0.00185, 0.698
323, 0.000138, 0.3, 0.00181, 0.698
324, 0.000135, 0.3, 0.00178, 0.698
325, 0.000132, 0.3, 0.00174, 0.698
326, 0.00013, 0.3, 0.0017, 0.698
327, 0.000127, 0.3, 0.00182, 0.698
328, 0.000124, 0.3, 0.00179, 0.698
329, 0.000122, 0.3, 0.00191, 0.698
330, 0.000119, 0.3, 0.00187, 0.698
331, 0.000117, 0.3, 0.00183, 0.698
332, 0.000114, 0.3, 0.00179, 0.698
333, 0.000112, 0.3, 0.00176, 0.698
334, 0.00011, 0.3, 0.00172, 0.698
335, 0.000108, 0.3, 0.00168, 0.698
336, 0.000105, 0.3, 0.00165, 0.698
337, 0.000103, 0.3, 0.00161, 0.698
338, 0.000101, 0.3, 0.00158, 0.698
339, 9.91e-05, 0.3, 0.00155, 0.698
340, 9.7e-05, 0.3, 0.00152, 0.698
341, 9.51e-05, 0.3, 0.00148, 0.699
342, 9.31e-05, 0.3, 0.00145, 0.699
343, 9.12e-05, 0.3, 0.00142, 0.699
344, 8.94e-05, 0.3, 0.00139, 0.699
345, 8.76e-05, 0.3, 0.00137, 0.699
346, 8.58e-05, 0.3, 0.00134, 0.699
347, 8.41e-05, 0.3, 0.00131, 0.699
348, 8.24e-05, 0.3, 0.00128, 0.699
349, 8.07e-05, 0.3, 0.00126, 0.699
350, 7.91e-05, 0.3, 0.00123, 0.699
351, 7.75e-05, 0.3, 0.00121, 0.699
352, 7.59e-05, 0.3, 0.00118, 0.699
353, 7.43e-05, 0.3, 0.00116, 0.699
354, 7.28e-05, 0.3, 0.00113, 0.699
355, 7.14e-05, 0.3, 0.00111, 0.699
356, 6.99e-05, 0.3, 0.00109, 0.699
357, 6.85e-05, 0.3, 0.00107, 0.699
358, 6.71e-05, 0.3, 0.00104, 0.699
359, 6.58e-05, 0.3, 0.00102, 0.699
360, 6.44e-05, 0.3, 0.001, 0.699
361, 6.31e-05, 0.3, 0.000981, 0.699
362, 6.19e-05, 0.3, 0.000961, 0.699
363, 6.06e-05, 0.3, 0.000941, 0.699
364, 5.94e-05, 0.3, 0.000922, 0.699
365, 5.82e-05, 0.3, 0.00106, 0.699
366, 5.7e-05, 0.3, 0.00104, 0.699
367, 5.59e-05, 0.3, 0.00102, 0.699
368, 2.12e-05, 0.25, 0.000901, 0.749
369, 2.07e-05, 0.25, 0.000883, 0.749
370, 2.03e-05, 0.25, 0.000865, 0.749
371, 1.99e-05, 0.25, 0.000847, 0.749
372, 1.95e-05, 0.25, 0.000829, 0.749
373, 1.91e-05, 0.25, 0.000812, 0.749
374, 1.87e-05, 0.25, 0.000796, 0.749
375, 1.84e-05, 0.25, 0.00078, 0.749
376, 1.8e-05, 0.25, 0.000764, 0.749
377, 1.76e-05, 0.25, 0.000748, 0.749
378, 1.73e-05, 0.25, 0.000733, 0.749
379, 1.69e-05, 0.25, 0.000718, 0.749
380, 1.66e-05, 0.25, 0.000703, 0.749
381, 1.63e-05, 0.25, 0.000689, 0.749
382, 1.59e-05, 0.25, 0.000675, 0.749
383, 1.56e-05, 0.25, 0.000661, 0.749
384, 1.55e-05, 0.25, 0.000647, 0.749
385, 7.78e-06, 0.2, 0.000555, 0.799
386, 7.62e-06, 0.2, 0.000543, 0.799
387, 7.47e-06, 0.2, 0.000532, 0.799
388, 7.32e-06, 0.2, 0.000521, 0.799
389, 7.17e-06, 0.2, 0.000511, 0.799
390, 7.02e-06, 0.2, 0.0005, 0.799
391, 6.88e-06, 0.2, 0.00049, 0.8
392, 6.74e-06, 0.2, 0.00048, 0.8
393, 6.61e-06, 0.2, 0.000471, 0.8
394, 6.48e-06, 0.2, 0.000461, 0.8
395, 6.35e-06, 0.2, 0.000452, 0.8
396, 6.22e-06, 0.2, 0.000442, 0.8
397, 6.09e-06, 0.2, 0.000433, 0.8
398, 5.97e-06, 0.2, 0.000425, 0.8
399, 5.85e-06, 0.2, 0.000416, 0.8
400, 5.73e-06, 0.2, 0.000408, 0.8
401, 5.62e-06, 0.2, 0.000399, 0.8
402, 5.51e-06, 0.2, 0.000391, 0.8
403, 5.39e-06, 0.2, 0.000383, 0.8
404, 5.29e-06, 0.2, 0.000376, 0.8
405, 5.18e-06, 0.2, 0.000368, 0.8
406, 5.08e-06, 0.2, 0.000361, 0.8
407, 4.97e-06, 0.2, 0.000353, 0.8
408, 4.87e-06, 0.2, 0.000346, 0.8
409, 4.78e-06, 0.2, 0.000339, 0.8
410, 4.68e-06, 0.2, 0.000332, 0.8
411, 4.59e-06, 0.2, 0.000326, 0.8
412, 4.5e-06, 0.2, 0.000319, 0.8
413, 4.41e-06, 0.2, 0.000313, 0.8
414, 4.32e-06, 0.2, 0.000306, 0.8
415, 4.23e-06, 0.2, 0.0003, 0.8
416, 4.15e-06, 0.2, 0.000294, 0.8
417, 4.06e-06, 0.2, 0.000288, 0.8
418, 3.98e-06, 0.2, 0.000282, 0.8
419, 3.9e-06, 0.2, 0.000277, 0.8
420, 3.82e-06, 0.2, 0.000271, 0.8
421, 3.75e-06, 0.2, 0.000266, 0.8
422, 3.67e-06, 0.2, 0.00026, 0.8
423, 3.6e-06, 0.2, 0.000255, 0.8
424, 3.53e-06, 0.2, 0.00025, 0.8
425, 3.46e-06, 0.2, 0.00039, 0.8
426, 3.39e-06, 0.2, 0.00053, 0.799
427, 3.32e-06, 0.2, 0.000664, 0.799
428, 3.25e-06, 0.2, 0.000651, 0.799
429, 3.19e-06, 0.2, 0.000637, 0.799
430, 3.12e-06, 0.2, 0.000624, 0.799
431, 3.06e-06, 0.2, 0.000612, 0.799
432, 3e-06, 0.2, 0.000599, 0.799
433, 2.94e-06, 0.2, 0.000587, 0.799
434, 2.88e-06, 0.2, 0.000575, 0.799
435, 2.82e-06, 0.2, 0.000564, 0.799
436, 2.77e-06, 0.2, 0.000552, 0.799
437, 2.71e-06, 0.2, 0.000541, 0.799
438, 2.66e-06, 0.2, 0.00053, 0.799
439, 2.6e-06, 0.2, 0.000519, 0.799
440, 2.55e-06, 0.2, 0.000654, 0.799
441, 2.5e-06, 0.2, 0.000641, 0.799
442, 2.45e-06, 0.2, 0.000628, 0.799
443, 2.4e-06, 0.2, 0.000615, 0.799
444, 2.35e-06, 0.2, 0.000603, 0.799
445, 2.31e-06, 0.2, 0.000591, 0.799
446, 2.26e-06, 0.2, 0.00073, 0.799
447, 2.22e-06, 0.2, 0.000715, 0.799
448, 2.17e-06, 0.2, 0.0007, 0.799
449, 2.13e-06, 0.2, 0.000686, 0.799
450, 2.09e-06, 0.2, 0.000672, 0.799
451, 2.04e-06, 0.2, 0.000658, 0.799
452, 2e-06, 0.2, 0.000645, 0.799
453, 1.96e-06, 0.2, 0.000632, 0.799
454, 1.92e-06, 0.2, 0.000619, 0.799
455, 1.89e-06, 0.2, 0.000607, 0.799
456, 1.85e-06, 0.2, 0.000594, 0.799
457, 1.81e-06, 0.2, 0.000582, 0.799
458, 1.78e-06, 0.2, 0.00057, 0.799
459, 1.74e-06, 0.2, 0.000559, 0.799
460, 1.71e-06, 0.2, 0.000548, 0.799
461, 1.67e-06, 0.2, 0.000536, 0.799
462, 1.64e-06, 0.2, 0.000526, 0.799
463, 1.61e-06, 0.2, 0.000515, 0.799
464, 1.57e-06, 0.2, 0.000505, 0.799
465, 1.54e-06, 0.2, 0.000494, 0.8
466, 1.51e-06, 0.2, 0.000484, 0.8
467, 1.48e-06, 0.2, 0.000475, 0.8
468, 1.45e-06, 0.2, 0.000465, 0.8
469, 1.42e-06, 0.2, 0.000456, 0.8
470, 1.39e-06, 0.2, 0.000446, 0.8
471, 1.37e-06, 0.2, 0.000437, 0.8
472, 1.34e-06, 0.2, 0.000429, 0.8
473, 1.31e-06, 0.2, 0.00042, 0.8
474, 1.29e-06, 0.2, 0.000411, 0.8
475, 1.26e-06, 0.2, 0.000403, 0.8
476, 1.24e-06, 0.2, 0.000395, 0.8
477, 1.21e-06, 0.2, 0.000387, 0.8
478, 1.19e-06, 0.2, 0.000379, 0.8
479, 1.16e-06, 0.2, 0.000372, 0.8
480, 1.14e-06, 0.2, 0.000364, 0.8
481, 1.12e-06, 0.2, 0.000357, 0.8
482, 1.09e-06, 0.2, 0.00035, 0.8
483, 0.00401, 0.246, 0.00137, 0.749
484, 0.00393, 0.246, 0.00134, 0.749
485, 0.00385, 0.246, 0.00132, 0.749
486, 0.00377, 0.246, 0.00129, 0.749
487, 0.0037, 0.246, 0.00126, 0.749
488, 0.00363, 0.246, 0.00124, 0.749
489, 0.00355, 0.246, 0.00136, 0.749
490, 0.00348, 0.247, 0.00133, 0.749
491, 0.00341, 0.247, 0.00131, 0.749
492, 0.00334, 0.247, 0.00128, 0.749
493, 0.00328, 0.247, 0.00125, 0.749
494, 0.00321, 0.247, 0.00123, 0.749
495, 0.00315, 0.247, 0.0012, 0.749
496, 0.00309, 0.247, 0.00118, 0.749
497, 0.00302, 0.247, 0.00116, 0.749
498, 0.00296, 0.247, 0.00113, 0.749
499, 0.00291, 0.247, 0.00111, 0.749
500, 0.00285, 0.247, 0.00109, 0.749
501, 0.00279, 0.247, 0.00107, 0.749
502, 0.00273, 0.247, 0.00105, 0.749
503, 0.00268, 0.247, 0.00102, 0.749
504, 0.00264, 0.247, 0.001, 0.749
505, 0.00258, 0.247, 0.000984, 0.749
506, 0.00253, 0.247, 0.000964, 0.749
507, 0.00248, 0.248, 0.000945, 0.749
508, 0.00243, 0.248, 0.000926, 0.749
509, 0.00238, 0.248, 0.000908, 0.749
510, 0.00234, 0.248, 0.000889, 0.749
511, 0.00229, 0.248, 0.000872, 0.749
512, 0.00224, 0.248, 0.000854, 0.749
513, 0.0022, 0.248, 0.000837, 0.749
514, 0.00216, 0.248, 0.00082, 0.749
515, 0.00211, 0.248, 0.000804, 0.749
516, 0.00207, 0.248, 0.000788, 0.749
517, 0.00203, 0.248, 0.000772, 0.749
518, 0.00202, 0.248, 0.000757, 0.749
519, 0.00198, 0.248, 0.000742, 0.749
520, 0.00194, 0.248, 0.000727, 0.749
521, 0.0019, 0.248, 0.000859, 0.749
522, 0.00186, 0.248, 0.000841, 0.749
523, 0.00147, 0.199, 0.00111, 0.799
524, 0.00144, 0.199, 0.00108, 0.799
